source,translation,target,legal_entity,BLEU,METEOR,COMET,term
"However, by agreement between the competent institution and the institution of the place of stay or residence, those benefits may be provided by the latter institution on behalf of the former institution, in accordance with the legislation of the competent State.",Im Einvernehmen zwischen dem zuständigen Träger und dem Träger des Aufenthalts- oder Wohnorts können diese Leistungen jedoch auch von diesem Träger nach den Rechtsvorschriften des zuständigen Staates für Rechnung des zuständigen Trägers gewährt werden.,Im Einvernehmen zwischen dem zuständigen Trägers und dem Träger des Aufenthalts- oder Wohnorts können diese Leistungen jedoch auch von diesem Träger nach den Rechtsvorschriften des zuständigen Staates für Rechnung des zuständigen Träger gewährt werden.,"state, residence, stay, agreement, competent, legislation",0.8717571884747202,0.9914985422740524,0.916481077671051,agreement
"Indication of the particular safeguard obligation assumed by the Community under an Agreement concluded with a third non-member State or an international organization, to which the nuclear material is subject (Article 20).",Angabe der von der Gemeinschaft für das Kernmaterial übernommenen besonderen Kontrollverpflichtung im Rahmen eines Abkommens mit einem dritten Nichtmitgliedstaat oder einer internationalen Organisation (Artikel 20).,Angabe der von der Gemeinschaft für das Kernmaterial übernommenen besonderen Kontrollverpflichtung im Rahmen eines Abkommens mit einem dritten Staat oder einer zwischenstaatlichen Einrichtung (Artikel 20).,"material, state, member, article, agreement, obligation",0.775411995019244,0.8920857142857144,0.9429430365562439,agreement
"exceptional expenditure necessarily incurred by the staff member for the purposes of the mission, either on receipt of special instructions or on account of force majeure and in the interests of the Foundation, and resulting in disbursement out of reasonable proportion to the allowance provided.","außergewöhnliche Auslagen, die der Bedienstete im Rahmen der Mission notwendigerweise verursacht hat, entweder aufgrund besonderer Weisungen oder aufgrund höherer Gewalt und im Interesse der Stiftung, und die zu einer Auszahlung führen, die in einem unangemessenen Verhältnis zu der gewährten Zulage steht.","außergewöhnliche Auslagen, die dem Bediensteten bei Erledigung eines dienstlichen Auftrags entweder auf Grund besonderer Weisungen oder durch höhere Gewalt und im Interesse des Organs entstehen, sofern die gewährten Tagegelder für diese Auslagen offensichtlich nicht ausreichen.","foundation, member, receipt, account, reasonable",0.13445582537786785,0.30177794780927836,0.7796652913093567,member
ICES division/NAFO sub-area and non-member country fishing zone (reference No in log-book : (22)),ICES-GEBIET/NAFO-UNTERGEBIET UND DRITTLAND-FISCHEREIZONE (LOGBUCH-BEZUGSNUMMER: (22)),_ ICES / NAFO-GEBIET UND DRITTLAND-FISCHEREIZONE (LOGBUCH-BEZUGSNUMMER : (22)) :,member,0.6173028691712478,0.6495098039215687,0.9092682600021362,member
"A staff member who receives instructions which he considers to be irregular or likely to give rise to serious difficulties shall inform his immediate superior thereof, if necessary in writing.","Hält ein Bediensteter eine ihm erteilte Anordnung für fehlerhaft oder ist er der Meinung, dass ihre Ausführung schwerwiegende Nachteile zur Folge haben kann, so hat er seinem Vorgesetzten seine Auffassung, erforderlichenfalls schriftlich, mitzuteilen.","Hält ein Bediensteter eine ihm erteilte Anordnung für fehlerhaft oder ist er der Meinung, daß ihre Ausführung schwerwiegende Nachteile zur Folge haben kann, so hat er seinem Vorgesetzten seine Auffassung, erforderlichenfalls schriftlich, mitzuteilen.",member,0.929923845210929,0.9736073199800084,0.9337299466133118,member
"a loan taken up by a capital company with a member or a member's spouse or child, or a loan taken up with a third party, if it is guaranteed by a member, on condition that such loans have the same function as an increase in the company's capital.","die Darlehensaufnahme durch eine Kapitalgesellschaft bei einem Gesellschafter, beim Ehegatten oder bei einem Kind eines Gesellschafters sowie die Aufnahme von Darlehen bei Dritten, wenn ein Gesellschafter für ein solches Darlehen Sicherheit leistet; Voraussetzung ist, daß diese Darlehen die gleiche Funktion haben wie eine Erhöhung des Kapitals.","die Darlehensaufnahme durch eine Kapitalgesellschaft bei einem Gesellschafter, beim Ehegatten oder bei einem Kind eines Gesellschafters sowie die Aufnahme von Darlehen bei Dritten, wenn ein Gesellschafter für ein solches Darlehen Sicherheit leistet; Voraussetzung ist, daß diese Darlehen die gleiche Funktion haben wie eine Erhöhung des Kapitals.","child, party, member, company, capital, loan, condition",1.0000000000000004,0.9999962307106618,0.9282602071762085,member
A staff member employed in a place where transport is recognized as being particularly difficult and expensive because of the remoteness of housing from the place of work may be paid a transport allowance.,"Einem Bediensteten, an dessen Ort der dienstlichen Verwendung die Beförderungsbedingungen wegen der Entfernung zwischen Wohnung und Arbeitsstätte als besonders schwierig und kostspielig anerkannt worden sind, kann eine Fahrkostenzulage gewährt werden.","Einem Bediensteten, an dessen Ort der dienstlichen Verwendung die Beförderungsbedingungen wegen der Entfernung zwischen Wohnung und Arbeitsstätte als besonders schwierig und kostspielig anerkannt worden sind, kann eine Fahrkostenzulage gewährt werden.",member,1.0000000000000004,0.9999860867629463,0.9474712014198303,member
"WHEN THE MOST FAVOURABLE PURCHASING OPPORTUNITIES ON THE WORLD MARKET ARE BEING ESTABLISHED , ACCOUNT SHALL BE TAKEN OF ALL INFORMATION RELATING TO :",BEI DER FESTSTELLUNG DER GÜNSTIGSTEN EINKAUFSMÖGLICHKEITEN AUF DEM WELTMARKT WERDEN ALLE INFORMATIONEN ÜBER,BEI DER FESTSTELLUNG DER GÜNSTIGSTEN EINKAUFSMÖGLICHKEITEN AUF DEM WELTMARKT WERDEN ALLE INFORMATIONEN ÜBER,"information, account",1.0000000000000004,0.9997724169321802,0.937417209148407,account
"livestock density shall be defined taking into account all grazing livestock kept on the farm or, in the case of a commitment to limit nutrient leaching, all animals kept on the farm which are relevant to the commitment in question.","Es wird eine Besatzdichte festgesetzt, wobei sämtliches Weidevieh, das auf dem landwirtschaftlichen Betrieb gehalten wird, oder - im Fall einer Verpflichtung zur Verringerung der Nährstoffauswaschung - der gesamte auf dem landwirtschaftlichen Betrieb gehaltene Viehbestand, der für die jeweilige Verpflichtung von Bedeutung ist, zu berücksichtigen ist.","es wird eine Besatzdichte festgesetzt, wobei sämtliches Weidevieh, das auf dem landwirtschaftlichen Betrieb gehalten wird, oder - im Fall einer Verpflichtung zur Verringerung der Nährstoffauswaschung - der gesamte auf dem landwirtschaftlichen Betrieb gehaltene Viehbestand, der für die jeweilige Verpflichtung von Bedeutung ist, zu berücksichtigen ist.","account, taking, commitment, case, relevant",0.9797875586021992,0.9999962307106618,0.9158685803413391,account
"For the purposes of this provision, circumstances arising from work done for another State or for an international organization shall not be taken into account;","Bei Anwendung dieser Vorschrift bleiben die Umstände unberücksichtigt, die sich aus der Arbeit für einen anderen Staat oder für eine internationale Organisation ergeben;","Bei Anwendung dieser Vorschrift bleibt die Lage unberücksichtigt, die sich aus dem Dienst für einen anderen Staat oder eine internationale Organisation ergibt;","account, state",0.43742331238485327,0.7686693256399352,0.9118363261222839,account
"In the case of selection on the basis of a risk analysis the Member States shall take account of appropriate risk factors, and in particular:","Im Fall der Auswahl anhand einer Risikoanalyse berücksichtigen die Mitgliedstaaten geeignete Risikofaktoren, und hier insbesondere:","Im Fall der Auswahl anhand einer Risikoanalyse berücksichtigen die Mitgliedstaaten geeignete Risikokriterien, und hier insbesondere:","member, risk, case, account",0.8282477531331043,0.9402573529411764,0.9467312097549438,account
"Member States shall ensure the availability and accessibility of the necessary collection facilities, taking into account in particular the population density;","Die Mitgliedstaaten stellen sicher, dass die insbesondere unter Berücksichtigung der jeweiligen Bevölkerungsdichte nötigen Rücknahmestellen zur Verfügung stehen und zugänglich sind;","Die Mitgliedstaaten stellen sicher, dass die insbesondere unter Berücksichtigung der jeweiligen Bevölkerungsdichte nötigen Rücknahmestellen zur Verfügung stehen und zugänglich sind;","member, account, taking",1.0000000000000004,0.9999530428249437,0.9528679251670837,account
"The CRL, together with ENGL, shall provide further information about the operational procedures of the validation process and shall make the documents available.",Das GRL und das Netz ENGL werden weitere Angaben zu den konkreten Abläufen des Validierungsprozesses machen und die Dokumente zur Verfügung stellen.,Das GRL und das Netz ENGL werden weitere Angaben zu den konkreten Abläufen des Validierungsprozesses machen und Unterlagen zur Verfügung stellen.,"process, information, make",0.8318180062062374,0.9498158237654036,0.9141694903373718,information
"For the purpose of measuring the percentage change, either upward or downward, in the purchasing power of salaries in the national civil services, Eurostat shall, on the basis of information supplied before the end of September by the national authorities concerned, calculate specific indicators reflecting changes in the real remuneration of civil servants in central government, between the month of July of the previous year and the month of July of the current year.","Um zu ermitteln, inwieweit sich die Kaufkraft der Gehälter im öffentlichen Dienst der Mitgliedstaaten prozentual erhöht oder verringert hat, stellt Eurostat anhand der Angaben, die bis Ende September von den betreffenden nationalen Behörden eingegangen sind, spezifische Indikatoren auf, aus denen hervorgeht, wie sich die realen Dienstbezüge der nationalen Beamten in den Zentralverwaltungen zwischen dem Monat Juli des Vorjahres und dem Monat Juli des laufenden Jahres entwickelt haben.","Um zu ermitteln, inwieweit sich die Kaufkraft der Gehälter im öffentlichen Dienst der Mitgliedstaaten prozentual erhöht oder verringert hat, stellt Eurostat anhand der Angaben, die bis Ende September von den betreffenden nationalen Behörden eingegangen sind, spezifische Indikatoren auf, aus denen hervorgeht, wie sich die realen Dienstbezüge der nationalen Beamten in den Zentralverwaltungen zwischen dem Monat Juli des Vorjahres und dem Monat Juli des laufenden Jahres entwickelt haben.","information, civil, government",1.0000000000000004,0.9999987661145441,0.9269407391548157,information
It is necessary to ensure a reasonable level of quality in the information disseminated and the maintenance of existing statistical series.,"Es ist notwendig, ein angemessenes Qualitätsniveau der verbreiteten Informationen sicherzustellen und die bestehenden statistischen Reihen zu pflegen.",Die verbreiteten Daten müssen eine akzeptable Qualität aufweisen und die vorhandenen statistischen Reihen müssen gepflegt werden.,"information, reasonable",0.06336859268415405,0.3328191741813004,0.8949974179267883,information
This information shall be provided annually and at the latest in the documents accompanying the preliminary draft budget.,"Die Angaben werden jährlich rechtzeitig vorgelegt, und zwar spätestens zusammen mit den Dokumenten zum Haushaltsvorentwurf.","Die Angaben werden jährlich rechtzeitig vorgelegt, und zwar spätestens zusammen mit den Dokumenten zum Haushaltsvorentwurf.","information, draft",1.0000000000000004,0.999898229187869,0.9626715183258057,information
"If it is impracticable to disclose any of this information, this fact should be disclosed.","Sofern es unpraktisch ist, diese Informationen offenzulegen, sollte dieser Umstand offengelegt werden.","Sofern dies im Einzelfall nicht durchführbar oder wirtschaftlich nicht vertretbar ist, ist diese Tatsache anzugeben.","information, fact",0.05783997547556231,0.1488095238095238,0.720257043838501,information
"The payment period referred to in paragraph 1 shall be thirty calendar days for payments relating to service or supply contracts, save where the contract provides otherwise.","Die Zahlungsfrist gemäß Absatz 1 beträgt dreißig Kalendertage für Zahlungen im Zusammenhang mit Dienstleistungs- oder Lieferverträgen, es sei denn, der Vertrag sieht etwas anderes vor.","Bei öffentlichen Waren- und Dienstleistungsverträgen beträgt die Zahlungsfrist 30 Kalendertage, es sei denn, der betreffende Vertrag sieht etwas anderes vor.","calendar, service, contract",0.34791594751284455,0.6704621010638298,0.8986640572547913,contract
